,PARTICIPANT_ID,DEVICE,SCREEN_W,SCREEN_H,AGE,GENDER,HAS_TAKEN_TYPING_COURSE,LAYOUT,WPM,ERROR_RATE,NATIVE_LANGUAGE,KEYBOARD_TYPE,USING_APP,USING_FEATURES,FINGERS,TIME_SPENT_TYPING,TYPE_ENGLISH,P_KPD,P_IKI,P_BSP,P_ECPC,P_UILEN,P_KSPC,ITE_SWYPE,ITE_PREDICT,ITE_AUTOCORR
22840,180208,mobile,360,640,21,male,0,qwerty,14.6229926619164,1.93321616871705,hi,mobile,FALSE,"""[\prediction\"""""",""\""""no\""""]""""""",right_hand;other,6,sometimes,10.167898027666700,217.13108004600400,0.7333333333333330,0.015655303030303,37.666666666,0.844762504266667,0.07256613756613760,0.5103174603174600,0.020000000000000000
22886,180566,mobile,320,640,23,male,0,qwerty,17.6540986517305,1.40845070422535,ak,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,1,always,178.654968285,209.83816073807600,0,0.0,42.6,1.19891674913333,0,0,0
22924,180922,mobile,360,640,34,female,0,qwerty,18.1746486951534,0.0,ml,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,sometimes,8.643542743133330,106.44866177524600,0,0.0,34.8,0.927183329466667,0.05555555555555560,0.3607407407407410,0.017777777777777800
22931,180948,mobile,375,667,14,male,0,qwerty,35.6078140912878,5.38116591928251,hi,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,sometimes,21.739510615533300,79.4608818571613,2.8666666666666700,0.0676993007935283,43.733333333,1.13491537593333,0.03333333333333330,0.03611111111111110,0
22933,180972,mobile,360,640,21,female,1,qwerty,45.3010656859176,0.404858299595142,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,13,,5.983672669733330,187.83556655983100,3.066666666666670,0.0554852287797178,46.133333333,1.11963979373333,0,0,0
22951,181211,mobile,360,640,31,female,0,qwerty,19.9237351529858,1.41592920353982,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,2,,6.216250677800000,161.0480579613180,0,0.0,37.4,0.9786238262,0.20229992229992200,0.40211214711214700,0
22955,181230,mobile,360,720,20,none,0,qwerty,37.1803145423235,0.504201680672269,zh,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,7,always,5.317798223866670,122.08200140767100,0.13333333333333300,0.0020051258857229,36.4,1.07173726753333,0,0.013333333333333300,0
22974,181367,mobile,360,640,30,male,1,qwerty,14.7046874485303,5.72390572390572,ur,mobile,notsure,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\"""""",""\""""notsure\""""]""""""",right_hand;thumbs,2,never,5.0663899453333300,101.97446640050400,0,0.0,38.2,0.840724916933333,0.08196969696969700,0.40081048581048600,0
22981,181424,mobile,360,640,21,male,1,qwerty,30.416061355635,3.33889816360601,ur,mobile,notsure,"""[\notsure\""""]""""""",right_hand;thumbs,18,usually,10.781062010800000,74.41194352489940,2.6,0.0846179389739811,39.733333333,1.37674586406667,0.013333333333333300,0.14349687349687300,0.10378047878047900
22985,181439,mobile,375,667,18,female,1,qwerty,29.2604198325281,0.280504908835905,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,1,,17.350440911400000,34.590900236435300,7.4,0.166053528852251,47.533333333,1.20535458773333,0,0.10133718133718100,0.01296296296296300
23017,181578,mobile,360,640,31,female,0,qwerty,23.4069514844316,0.755857898715042,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,3,,6.037233231733330,119.32248874485000,0,0.0,42.2,0.696103631066667,0.31477392977393000,0.4479870129870130,0.019393939393939400
23021,181649,mobile,375,667,19,female,1,qwerty,20.9209048612225,1.4903129657228,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,2,always,21.047257247533300,104.93708623813500,4.533333333333330,0.092391309339275,44.466666666,1.13353392973333,0.014285714285714300,0.035555555555555600,0.07039682539682540
23031,181729,mobile,414,736,31,female,0,qwerty,31.262808052689,1.06382978723404,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,5,,16.7925624406,152.67378380268500,0.4666666666666670,0.0078653324994788,43.8,1.01117781853333,0,0,0.08492063492063490
23033,181736,mobile,360,740,31,female,0,qwerty,39.076869267369,0.900900900900901,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,3,,5.690020038066670,70.10004518863290,0.3333333333333330,0.0064102564102564,37.0,1.4900694416,0,0,0.11785714285714300
23045,181814,mobile,320,640,23,male,0,qwerty,18.447905630124,1.30718954248366,ak,mobile,FALSE,"""[\no\""""]""""""",left_hand;middle_fingers,1,usually,173.10009679606700,159.8497377008090,0,0.0,37.0,1.15884271,0,0,0
23059,181873,mobile,360,640,43,female,1,qwerty,32.5432160608717,1.24223602484472,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,10,,6.351740207266670,66.29981948749850,0.7333333333333330,0.0270202420590878,42.8,1.49838895666667,0,0.006060606060606060,0.157994782994783
23062,181877,mobile,412,732,22,female,1,qwerty,42.694811164638,5.10288065843621,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,5,,6.277129468466670,78.81204475589530,2,0.0553872351189582,41.0,1.37661571373333,0.08786435786435790,0.17512746512746500,0.11325637325637300
23068,181923,mobile,414,736,20,female,0,qwerty,45.316412034421504,2.28310502283105,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,18,,14.998611315933300,100.93018382728800,1.5333333333333300,0.044780340212074,43.333333333,1.08671789166667,0,0,0.06420875420875420
23075,181952,mobile,360,640,36,female,1,qwerty,10.0560115071839,2.33463035019455,en,mobile,SwiftKey,"""[\swipe\"""""",""\""""no\""""]""""""",right_hand;index_fingers,3,always,8.524453445866670,148.95904418376900,1.4666666666666700,0.0581021999443052,30.866666666,0.670913525466667,0.7771164021164020,0.14304232804232800,0.009523809523809520
23085,182031,mobile,320,568,21,female,0,qwerty,34.7770354527912,4.453125,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,12,,20.148775910066700,86.76772952292470,1.8,0.0363746367406038,43.866666666,1.01149190606667,0,0.08242979242979240,0.13981074481074500
23092,182055,mobile,360,640,45,female,1,qwerty,16.4322500978827,1.84659090909091,en,mobile,FALSE,"""[\swipe\"""""",""\""""autocorrection\""""]""""""",left_hand;middle_fingers,2,,24.799403586733300,290.6464136988550,1.4,0.0276517782808653,46.4,1.1206772062,0.007407407407407410,0,0
23114,182222,mobile,320,640,23,male,0,qwerty,17.1071580277867,0.944081336238199,ak,mobile,FALSE,"""[\no\""""]""""""",left_hand;middle_fingers,1,sometimes,193.01822742153300,126.06902086305700,0,0.0,44.6,1.1577856158,0,0,0
23127,182337,mobile,414,736,21,female,0,qwerty,16.3633878622497,2.80682443588332,ht,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,20,always,16.78527080753330,252.2819853649690,3.2666666666666700,0.100504288938236,39.0,0.780038098733333,0.04888888888888890,0.41166666666666700,0.07129629629629630
23134,182394,mobile,360,640,24,female,0,qwerty,30.718144279583,4.67625899280576,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,4,,7.595237662800000,66.95536790394690,0,0.0,38.733333333,1.1597133586,0.03785714285714290,0.2215969215969220,0.04751563251563250
23141,182427,mobile,360,640,31,male,0,qwerty,17.1722095159537,0.284900284900285,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,8,always,7.0384341567333300,151.9535023884870,0.26666666666666700,0.0046847788227098,46.8,0.969992052066667,0,0.17653106153106200,0.007407407407407410
23148,182489,mobile,360,640,41,female,0,qwerty,19.2739358104178,0.470219435736677,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,3,,4.949080851333330,199.79656786966300,0,0.0,39.866666666,0.761164289733333,0.06323232323232320,0.44069985569985600,0.02606060606060610
23154,182562,mobile,320,640,23,male,0,qwerty,22.4407094931243,0.88339222614841,ak,mobile,FALSE,"""[\no\""""]""""""",left_hand;middle_fingers,1,usually,150.13142356086700,191.67520811356100,0,0.0,37.533333333,1.10795028553333,0,0,0
23160,182618,mobile,360,720,44,none,1,qwerty,39.057072432597,0.142857142857143,af,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,4,always,5.629331857733330,93.2226493983122,0.6666666666666670,0.0121753769579857,46.6,1.1246963468,0,0,0.007407407407407410
23174,182731,mobile,376,668,31,female,1,qwerty,32.1672598306073,2.39341810022438,en,mobile,FALSE,"""[\swipe\"""""",""\""""no\""""]""""""",right_hand;index_fingers,5,,2.205101705133330,246.95632775823100,0.26666666666666700,0.0106666666666667,40.0,0.546011439133333,0.9492857142857140,0,0
23176,182758,mobile,375,812,26,male,0,qwerty,39.8018215800872,8.85860306643952,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,1,,18.298538555866700,81.19910571340420,2.2,0.0564545844323337,38.266666666,1.11366278486667,0,0.007407407407407410,0.353042328042328
23186,182829,mobile,414,736,46,female,1,qwerty,32.4438330244891,4.14746543778802,en,mobile,notsure,"""[\autocorrection\""""]""""""",left_hand;other,20,sometimes,22.565064443800000,160.22314730057300,3.6,0.0787976152089768,50.0,1.15486805793333,0,0,0
23197,182922,mobile,360,720,34,female,0,qwerty,30.1261358327616,0.489795918367347,tl,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,usually,11.94644025,137.94186480298900,0,0.0,40.6,1.0911307818,0,0,0
23199,182941,mobile,360,640,22,female,0,qwerty,24.6515371197911,0.297176820208024,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,15,,7.623260054933330,65.71619861056450,0.5333333333333330,0.0195010827919374,44.733333333,1.07491554873333,0.06862026862026860,0.28660765160765200,0.06874847374847380
23210,183102,mobile,412,846,31,female,0,qwerty,31.2094873012011,1.18694362017804,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,4,,3.109799346933330,115.20365717355800,0.7333333333333330,0.0223075508789795,44.466666666,1.47893311346667,0,0.0874915824915825,0.09113756613756610
23224,183198,mobile,320,568,23,female,1,qwerty,19.0295498252652,0.636942675159236,en,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,10,,25.164770327133300,139.7512281857150,1.1333333333333300,0.0318555729227712,42.6,1.06046531213333,0,0,0
23240,183297,mobile,375,812,44,female,1,qwerty,22.2492458819628,0.829187396351576,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,2,,18.321968525533300,106.360592083922,2.1333333333333300,0.0576945253700029,40.133333333,0.767184226,0.025264550264550300,0.2776791726791730,0.017857142857142900
23242,183303,mobile,414,736,24,female,1,qwerty,43.3039565607186,4.24886191198786,en,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,5,,16.018257697466700,93.98761301207920,0.6666666666666670,0.0140827476928159,43.666666666,1.04021169526667,0,0.005555555555555560,0.1031818181818180
23255,183423,mobile,601,962,30,female,0,qwerty,29.9662925797863,1.78463399879008,en,tablet,notsure,"""[\autocorrection\""""]""""""",right_hand;index_fingers,1,,10.879098836333300,81.92001740209820,2.066666666666670,0.0455265712291091,44.6,1.45584333346667,0.007407407407407410,0.050899470899470900,0.04110704110704110
23271,183503,mobile,412,846,19,male,0,qwerty,28.0640065018266,3.37837837837838,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;other,12,,6.669385868066670,60.73909744147260,0.06666666666666670,0.0019047619047619,38.6,1.38783247846667,0,0.005128205128205130,0.013333333333333300
23274,183541,mobile,360,640,23,female,0,qwerty,37.3616109447543,0.572246065808298,en,mobile,Gboard,"""[\prediction\"""""",""\""""notsure\""""]""""""",right_hand;other-nfingers;Thumb,7,,5.305585260400000,100.71410076869600,0.13333333333333300,0.003402239448751,46.333333333,1.20652460553333,0.04594017094017090,0.11953601953602000,0.08009768009768010
23289,183617,mobile,412,846,13,male,0,qwerty,35.5947848159686,4.17310664605873,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,1,always,2.7706700711333300,89.97643250779940,0.8,0.0211928842683318,42.133333333,1.46096101613333,0.0044444444444444400,0.0047619047619047600,0.01833333333333330
23294,183637,mobile,360,640,21,female,0,qwerty,35.9308763700315,0.556962025316456,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,4,,5.726847730400000,102.53574812508800,1.0666666666666700,0.0303968253968254,45.0,1.29082604433333,0,0.008333333333333330,0
23315,183735,mobile,360,640,27,female,0,qwerty,17.0912965485616,0.0,hi,mobile,notsure,"""[\prediction\""""]""""""",left_hand;index_fingers,5,always,7.5600139566,204.6071016057580,0,0.0,36.2,1.11016108573333,0.03756613756613760,0.267010582010582,0.03571428571428570
23317,183747,mobile,375,667,27,none,0,qwerty,31.393928000752,2.04081632653061,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,12,,22.071771574133300,85.3837065089589,2.8666666666666700,0.0592880957855878,45.533333333,1.1283430256,0,0.006666666666666670,0.04431050431050430
23328,183781,mobile,320,568,25,male,1,qwerty,65.6168464684221,0.495049504950495,en,mobile,Gboard,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,3,,8.822291607133330,196.61908544094000,3,0.0971753638568421,40.4,0.390208339266667,0.6456998556998560,0.5771837421837420,0
23343,183975,mobile,412,846,29,female,1,qwerty,25.6817451116026,0.744047619047619,fr,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,20,always,4.207436843933330,143.5682574224650,2.2,0.0650663370780062,44.333333333,1.48820451126667,0.006666666666666670,0.05809523809523810,0.07034391534391540
23383,184139,mobile,360,640,30,female,1,qwerty,19.1988946963173,5.5793991416309,ar,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,2,sometimes,4.496235163466670,134.53518420813800,0,0.0,45.466666666,1.2153192064,0,0,0.014074074074074100
23401,184328,mobile,360,640,15,female,0,qwerty,25.5175685633246,1.38248847926267,sa,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,4 hrs,sometimes,6.6373778790666700,119.22747233170400,0,0.0,43.133333333,1.3760204176,0.10774725274725300,0.04452214452214450,0.022727272727272700
23419,184392,mobile,360,640,24,male,0,qwerty,30.0808141275067,1.76,hi,mobile,Gboard,"""[\swipe\""""]""""""",right_hand;thumbs,1,sometimes,5.567505514466670,146.68434084625000,0,0.0,41.2,0.4472873618,0.8014054464054460,0.04904761904761910,0
23420,184399,mobile,412,618,28,none,1,qwerty,25.1987295348062,0.818553888130969,zh,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;thumbs,2,always,15.01097657906670,137.00104404717300,0,0.0,48.866666666,1.4481312674,0,0.018835978835978800,0.006666666666666670
23426,184429,mobile,375,667,35,female,0,qwerty,37.7152227384531,1.1844331641286,en,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,1,,16.996211840666700,106.06555408917000,2.466666666666670,0.0640438107224408,39.333333333,1.0995479304,0,0.03425925925925930,0.20845746845746800
23435,184510,mobile,360,640,18,male,0,qwerty,15.39889543788,1.3986013986014,en,mobile,FALSE,"""[\prediction\"""""",""\""""notsure\""""]""""""",left_hand;thumbs,18,,7.894759470266670,226.08749963622800,0,0.0,37.866666666,1.09394675973333,0,0.05896825396825400,0.04970899470899470
23450,184617,mobile,360,640,26,female,0,qwerty,21.5060305940986,1.34529147982063,en,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;index_fingers,4,,8.3144319852,77.37280315606130,0,0.0,44.2,1.44889999613333,0.10745865245865200,0.023232323232323200,0.009523809523809520
23457,184670,mobile,375,667,31,female,0,qwerty,41.4418604651163,1.14942528735632,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,10,,17.323391576333300,93.58046863750300,1.4,0.0360322842262509,40.6,1.05041645026667,0,0.02490842490842490,0
23468,184754,mobile,360,640,19,female,0,qwerty,24.5177782942133,1.38036809815951,ur,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,8,usually,5.136522965,158.02054299689500,0,0.0,43.2,1.33718804533333,0,0.015873015873015900,0
23470,184782,mobile,360,640,26,female,0,qwerty,25.166412518677,1.40845070422535,en,desktop,FALSE,"""[\no\""""]""""""",left_hand;thumbs,1,,4.341451110466670,94.9009748255462,0,0.0,37.4,1.39669369306667,0,0.039285714285714300,0
23474,184813,mobile,360,640,30,female,0,qwerty,24.8241621845263,0.809061488673139,bn,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,always,4.4080548282,81.63155032082950,0,0.0,41.0,1.23355586246667,0,0,0
23477,184837,mobile,375,667,30,female,0,qwerty,28.0267550349112,1.86757215619694,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,always,19.5048778044,95.91808026769080,0.2,0.0044239107517714,39.2,1.0052784794,0,0,0.017777777777777800
23481,184864,mobile,360,640,46,female,0,qwerty,38.0145417072193,1.17647058823529,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,2,,18.4059519536,70.2871914280414,1.0666666666666700,0.0315113871635611,45.266666666,0.658464267266667,0.4052294927294930,0.5067688264116830,0.006493506493506490
23482,184869,mobile,360,640,56,female,0,qwerty,19.8439079984581,0.495867768595041,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,5,,5.591783315933330,114.22650734936600,0.9333333333333330,0.0217432521395655,40.333333333,1.28299311466667,0.13180856180856200,0.2721188071188070,0.03767195767195770
23483,184873,mobile,601,962,37,female,0,qwerty,20.7652775805147,4.6031746031746,te,tablet,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,1,sometimes,7.484782742400000,99.43977082543180,0,0.0,40.8,1.630431098,0,0.012535612535612500,0.036609686609686600
23493,184948,mobile,360,640,18,male,0,qwerty,18.9273465914692,3.91236306729265,hi,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,1,usually,8.333773886600000,151.54428322689700,1.2666666666666700,0.0283760683760684,41.533333333,0.932948564266667,0.06656565656565660,0.5273208273208270,0.01296296296296300
23501,185045,mobile,414,736,24,female,0,qwerty,35.6006307087748,1.58511371467953,en,mobile,FALSE,"""[\autocorrection\"""""",""\""""no\""""]""""""",right_hand;thumbs,4,always,19.389763808800000,103.87384350686700,2.6,0.0620645091622843,40.866666666,1.00269349693333,0.011851851851851900,0.09927997927997930,0.0802059052059052
23504,185057,mobile,375,667,24,female,0,qwerty,42.7263642671711,12.3099203475742,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,3,always,18.55643118693330,86.12490556003560,1.8,0.0370946280876958,46.0,1.0850646368,0,0.005555555555555560,0.26784326784326800
23533,185301,mobile,414,736,25,female,0,qwerty,52.8228405304225,0.911854103343465,en,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,1,,17.910254922466700,89.18227920442420,2.3333333333333300,0.0799142215808883,43.8,1.14067628713333,0,0.020502645502645500,0.04285714285714290
23542,185372,mobile,375,812,37,female,1,qwerty,19.2971188744343,2.53353204172876,en,add-on,FALSE,"""[\no\""""]""""""",right_hand;other-nfingers;,4,,22.739281388400000,114.40333939900300,5.066666666666670,0.145705794188698,44.066666666,1.26473777973333,0,0.02222222222222220,0.03434343434343430
23554,185435,mobile,375,667,35,female,1,qwerty,28.3316285782343,0.725689404934688,en,mobile,notsure,"""[\swipe\""""]""""""",right_hand;thumbs,2,always,16.69295333586670,100.39950369404800,3.933333333333330,0.0886709819094555,45.933333333,1.07778414366667,0.02321937321937320,0.06945868945868950,0.04864672364672360
